id,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
741,Nergigante Vambraces γ,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Regrowth Plate,2
742,Nergigante Coil γ,Nergigante Ticket,1,Nergigante Carapace,4,Nergigante Horn+,1,Nergigante Tail,2
743,Nergigante Greaves γ,Nergigante Ticket,1,Nergigante Carapace,4,Immortal Dragonscale,4,Nergigante Talon,2
744,Zorah Headgear γ,Zorah Magdaros Ticket,1,Zorah Magdaros Heat Scale,5,Zorah Magdaros Pleura,2,Zorah Magdaros Magma,3
745,Zorah Hide γ,Zorah Magdaros Ticket,1,Zorah Magdaros Heat Scale,5,Zorah Magdaros Ridge,1,Zorah Magdaros Carapace,4
746,Zorah Claws γ,Zorah Magdaros Ticket,1,Zorah Magdaros Ridge,1,Zorah Magdaros Carapace,2,Zorah Magdaros Gem,1
747,Zorah Spine γ,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,1
748,Zorah Spurs γ,Zorah Magdaros Ticket,1,Zorah Magdaros Carapace,5,Zorah Magdaros Magma,2,Zorah Magdaros Ridge,1
749,Xeno'jiiva Headgear γ,Xeno'jiiva Ticket,1,Xeno'jiiva Shell,4,Xeno'jiiva Wing,3,Xeno'jiiva Tail,2
750,Xeno'jiiva Hide γ,Xeno'jiiva Ticket,1,Xeno'jiiva Soulscale,5,Xeno'jiiva Shell,4,Xeno'jiiva Horn,2
751,Xeno'jiiva Claws γ,Xeno'jiiva Ticket,1,Xeno'jiiva Soulscale,4,Xeno'jiiva Shell,4,Xeno'jiiva Veil,3
752,Xeno'jiiva Spine γ,Xeno'jiiva Ticket,1,Xeno'jiiva Horn,3,Xeno'jiiva Soulscale,6,Xeno'jiiva Gem,1
753,Xeno'jiiva Spurs γ,Xeno'jiiva Ticket,1,Xeno'jiiva Shell,4,Xeno'jiiva Claw,3,Xeno'jiiva Gem,1
754,Empress Crown γ,Lunastra Ticket,1,Lunastra Carapace,4,Lunastra Wing,3,Lunastra Mane,2
755,Empress Mail γ,Lunastra Ticket,1,Lunastra Carapace,4,Lunastra Horn,1,Lunastra Wing,2
756,Empress Vambraces γ,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Tail,2
757,Empress Coil γ,Lunastra Ticket,1,Lunastra Horn,2,Lunastra Scale+,4,Lunastra Mane,2
758,Empress Greaves γ,Lunastra Ticket,1,Lunastra Scale+,4,Lunastra Carapace,4,Lunastra Gem,1
759,Kulve Taroth's Fury γ,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Spiralhorn,8
760,Kulve Taroth's Ire γ,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Nugget,36
761,Kulve Taroth's Rage γ,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Spiralhorn,8,Kulve Taroth Golden Glimstone,1
762,Kulve Taroth's Malice γ,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Shell,12,Kulve Taroth Golden Tailshell,8
763,Kulve Taroth's Wrath γ,Kulve Taroth Emperor Nugget,7,Kulve Taroth Golden Scale,15,Kulve Taroth Golden Tailshell,8,Kulve Taroth Golden Glimstone,1
764,Azure Starlord Crown α,Azure Stargem,1,Dodogama Scale+,5,Dodogama Hide+,6,Dodogama Jaw,3
765,Azure Starlord Armor α,Azure Stargem,1,Azure Rathalos Scale+,6,Azure Rathalos Wing,4,Rathalos Medulla,2
766,Azure Starlord Gauntlets α,Azure Stargem,1,Dodogama Scale+,5,Dodogama Hide+,6,Dodogama Talon,4
767,Azure Starlord Tassets α,Azure Stargem,1,Azure Rathalos Scale+,6,Azure Rathalos Carapace,5,Azure Rathalos Tail,3
768,Azure Starlord Guards α,Azure Stargem,1,Dodogama Scale+,5,Azure Rathalos Carapace,5,Dodogama Tail,3
769,Dante's Hair α,Red Orb,1,Rathalos Scale+,5,Odogaron Scale+,5,Anjanath Scale+,5
770,Dante's Coat α,Red Orb,1,Odogaron Sinew+,6,Odogaron Claw+,4,Odogaron Plate,1
771,Dante's Gloves α,Red Orb,1,Anjanath Pelt+,6,Anjanath Fang+,4,Anjanath Plate,1
772,Dante's Belt α,Red Orb,1,Rathalos Carapace,6,Rathalos Wing,3,Rathalos Plate,1
773,Dante's Leather Boots α,Red Orb,1,Teostra Carapace,6,Teostra Webbing,3,Teostra Gem,1
774,Drachen Armet α,Behemoth Mane,2,Behemoth Bone,3,Behemoth Great Horn,1,Aetheryte Shard,3
775,Drachen Mail α,Behemoth Mane,2,Behemoth Bone,3,Behemoth Shearclaw,2,Dragonbone Relic,2
776,Drachen Vambraces α,Behemoth Mane,3,Behemoth Bone,3,Behemoth Great Horn,1,Behemoth Tail,1
777,Drachen Coil α,Behemoth Mane,1,Behemoth Bone,2,Behemoth Tail,1,Novacrystal,2
778,Drachen Greaves α,Behemoth Mane,1,Behemoth Bone,2,Behemoth Shearclaw,1,Firecell Stone,2
779,Sealed Eyepatch α,Black Bandage,2,Shamos Scale+,7,Shamos Hide+,5,Piercing Claw,4
780,Shadow Shades α,Black Crystal Ticket,3,Lightcrystal,3,Novacrystal,1,Dragonvein Crystal,5
781,Kulu-Ya-Ku Head α,Kulu-Ya-Ku Ticket,3,Kulu-Ya-Ku Beak+,1,Kulu-Ya-Ku Plume+,4,Kulu-Ya-Ku Hide+,5
782,Wiggler Head α,Wiggler Ticket,3,Shamos Hide+,4,Gajau Scale,4,Coral Bone,3
783,Bone Helm α+,Thick Bone,2,Monster Toughbone,1,Warped Bone,1,,
784,Bone Mail α+,Thick Bone,2,Monster Toughbone,2,Brutal Bone,1,,
785,Bone Vambraces α+,Thick Bone,2,Monster Toughbone,1,Coral Bone,1,,
786,Bone Coil α+,Thick Bone,1,Monster Toughbone,1,Ancient Bone,1,,
787,Bone Greaves α+,Thick Bone,1,Monster Toughbone,1,Boulder Bone,1,,
788,Bone Helm β+,Thick Bone,2,Monster Toughbone,1,Warped Bone,1,,
789,Bone Mail β+,Thick Bone,2,Monster Toughbone,2,Brutal Bone,1,,
790,Bone Vambraces β+,Thick Bone,2,Monster Toughbone,1,Coral Bone,1,,
791,Bone Coil β+,Thick Bone,1,Monster Toughbone,1,Ancient Bone,1,,
792,Bone Greaves β+,Thick Bone,1,Monster Toughbone,1,Boulder Bone,1,,
793,Alloy Helm α+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,Meldspar Ore,1
794,Alloy Mail α+,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,
795,Alloy Vambraces α+,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,
796,Alloy Coil α+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,
797,Alloy Greaves α+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,
798,Alloy Helm β+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,Meldspar Ore,1
799,Alloy Mail β+,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,
800,Alloy Vambraces β+,Eltalite Ore,1,Carbalite Ore,2,Dragonvein Crystal,2,,
801,Alloy Coil β+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,
802,Alloy Greaves β+,Eltalite Ore,1,Carbalite Ore,2,Spiritvein Crystal,1,,
803,Vespoid Helm α+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
804,Vespoid Mail α+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
805,Vespoid Vambraces α+,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,
806,Vespoid Coil α+,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,
807,Vespoid Greaves α+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
808,Vespoid Helm β+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
809,Vespoid Mail β+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
810,Vespoid Vambraces β+,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,
811,Vespoid Coil β+,Vespoid Razorwing,1,Monster Essence,2,Thick Bone,2,,
812,Vespoid Greaves β+,Vespoid Razorwing,1,Monster Essence,1,Thick Bone,1,,
813,Hornetaur Helm α+,Hornetaur Razorwing,2,Monster Essence,1,Meldspar Ore,1,,
814,Hornetaur Mail α+,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,
815,Hornetaur Vambraces α+,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,
816,Hornetaur Coil α+,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,
817,Hornetaur Greaves α+,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,
818,Hornetaur Helm β+,Hornetaur Razorwing,2,Monster Essence,1,Meldspar Ore,1,,
819,Hornetaur Mail β+,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,
820,Hornetaur Vambraces β+,Hornetaur Razorwing,1,Monster Essence,1,Eltalite Ore,1,,
821,Hornetaur Coil β+,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,
822,Hornetaur Greaves β+,Hornetaur Razorwing,1,Monster Essence,2,Eltalite Ore,2,,
823,Kestodon Guards α+,Kestodon Husk,3,Thick Bone,2,,,,
824,Kestodon Guards β+,Kestodon Husk,3,Thick Bone,2,,,,
825,Gajau Boots α+,Gajau Thickhide,2,Steel Gajau Whisker,1,Eltalite Ore,2,,
826,Gajau Boots β+,Gajau Thickhide,2,Steel Gajau Whisker,1,Eltalite Ore,2,,
827,Shamos Goggles α+,Shamos Shard,2,Tough Claw,1,Spiritvein Crystal,2,,
828,Shamos Goggles β+,Shamos Shard,2,Tough Claw,1,Spiritvein Crystal,2,,
829,Gastodon Horn α+,Gastodon Husk,3,Prized Pelt,1,Thick Bone,3,,
830,Gastodon Horn β+,Gastodon Husk,3,Prized Pelt,1,Thick Bone,3,,
831,Barnos Jacket α+,Barnos Hardclaw,2,Wingdrake Finehide,2,Meldspar Ore,1,,
832,Barnos Jacket β+,Barnos Hardclaw,2,Wingdrake Finehide,2,Meldspar Ore,1,,
833,Wulg Scarf α+,Wulg Thickfur,3,Wingdrake Finehide,1,Eltalite Ore,2,,
834,Wulg Scarf β+,Wulg Thickfur,3,Wingdrake Finehide,1,Eltalite Ore,2,,
835,Cortos Cape α+,Cortos Hardclaw,2,Wingdrake Finehide,2,Frozen Bone,1,,
836,Cortos Cape β+,Cortos Hardclaw,2,Wingdrake Finehide,2,Frozen Bone,1,,
837,Jagras Helm α+,Great Jagras Thickhide,1,Great Jagras Shard,3,Monster Toughbone,2,Jagras Shard,1
838,Jagras Mail α+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Hardclaw,1,Jagras Shard,1
839,Jagras Vambraces α+,Great Jagras Thickhide,1,Great Jagras Mane+,2,Great Jagras Hardclaw,1,Tough Claw,2
840,Jagras Coil α+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1
841,Jagras Greaves α+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1
842,Jagras Helm β+,Great Jagras Thickhide,1,Great Jagras Shard,3,Monster Toughbone,2,Jagras Shard,1
843,Jagras Mail β+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Hardclaw,1,Jagras Shard,1
844,Jagras Vambraces β+,Great Jagras Thickhide,1,Great Jagras Mane+,2,Great Jagras Hardclaw,1,Tough Claw,2
845,Jagras Coil β+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1
846,Jagras Greaves β+,Great Jagras Thickhide,1,Great Jagras Shard,1,Great Jagras Mane+,1,Jagras Shard,1
847,Tzitzi Headgear α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,2
848,Tzitzi Mail α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,1
849,Tzitzi Vambraces α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Bathycite Ore,2
850,Tzitzi Coil α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Shamos Shard,1
851,Tzitzi Greaves α+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Bathycite Ore,2
852,Tzitzi Headgear β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,2
853,Tzitzi Mail β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Shamos Shard,1
854,Tzitzi Vambraces β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Photomembrane,1,Bathycite Ore,2
855,Tzitzi Coil β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Shamos Shard,1
856,Tzitzi Greaves β+,Tzitzi-Ya-Ku Thickhide,2,Tzitzi-Ya-Ku Shard,1,Tzitzi-Ya-Ku Hardclaw,1,Bathycite Ore,2
857,Girros Headgear α+,Great Girros Thickhide,2,Great Girros Hardfang,1,Ultraplegia Sac,1,Warped Bone,2
858,Girros Mail α+,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Girros Shard,2
859,Girros Vambraces α+,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Warped Bone,2
860,Girros Coil α+,Great Girros Thickhide,2,Great Girros Lash,1,Ultraplegia Sac,1,Girros Shard,1
861,Girros Greaves α+,Great Girros Thickhide,2,Great Girros Hardfang,2,Great Girros Shard,2,Girros Shard,1
862,Girros Headgear β+,Great Girros Thickhide,2,Great Girros Hardfang,1,Ultraplegia Sac,1,Warped Bone,2
863,Girros Mail β+,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Girros Shard,2
864,Girros Vambraces β+,Great Girros Thickhide,2,Great Girros Shard,2,Great Girros Hardhood,1,Warped Bone,2
865,Girros Coil β+,Great Girros Thickhide,2,Great Girros Lash,1,Ultraplegia Sac,1,Girros Shard,1
866,Girros Greaves β+,Great Girros Thickhide,2,Great Girros Hardfang,2,Great Girros Shard,2,Girros Shard,1
867,Dodogama Helm α+,Dodogama Thickhide,2,Dodogama Shard,1,Dodogama Mandible,1,Meldspar Ore,1
868,Dodogama Mail α+,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Mandible,1,Gastodon Husk,2
869,Dodogama Vambraces α+,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Hardclaw,1,Gastodon Husk,1
870,Dodogama Coil α+,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Mandible,1,Eltalite Ore,2
871,Dodogama Greaves α+,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Hardclaw,2,Meldspar Ore,1
872,Dodogama Helm β+,Dodogama Thickhide,2,Dodogama Shard,1,Dodogama Mandible,1,Meldspar Ore,1
873,Dodogama Mail β+,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Mandible,1,Gastodon Husk,2
874,Dodogama Vambraces β+,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Hardclaw,1,Gastodon Husk,1
875,Dodogama Coil β+,Dodogama Thickhide,2,Dodogama Shard,2,Dodogama Mandible,1,Eltalite Ore,2
876,Dodogama Greaves β+,Dodogama Thickhide,2,Dodogama Lash,1,Dodogama Hardclaw,2,Meldspar Ore,1
877,Kulu Headpiece α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Large Kulu-Ya-Ku Plume,1,Jagras Shard,2
878,Kulu Mail α+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Plume,1,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1
879,Kulu Vambraces α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Eltalite Ore,3,,
880,Kulu Coil α+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1,,
881,Kulu Greaves α+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Jagras Shard,2,,
882,Kulu Headpiece β+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Large Kulu-Ya-Ku Plume,1,Jagras Shard,2
883,Kulu Mail β+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Plume,1,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1
884,Kulu Vambraces β+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Eltalite Ore,3,,
885,Kulu Coil β+,Kulu-Ya-Ku Thickhide,2,Large Kulu-Ya-Ku Beak,1,Jagras Shard,1,,
886,Kulu Greaves β+,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Jagras Shard,2,,
887,Pukei Hat α+,Pukei-Pukei Cortex,2,Pukei-Pukei Fellwing,1,Large Pukei-Pukei Sac,1,,
888,Pukei Mail α+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,
889,Pukei Vambraces α+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Monster Toughbone,2,Meldspar Ore,2
890,Pukei Coil α+,Pukei-Pukei Cortex,2,Pukei-Pukei Lash,1,Pukei-Pukei Fellwing,1,Deadly Poison Sac,2
891,Pukei Greaves α+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,
892,Pukei Hat β+,Pukei-Pukei Cortex,2,Pukei-Pukei Fellwing,1,Large Pukei-Pukei Sac,1,,
893,Pukei Mail β+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,
894,Pukei Vambraces β+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Monster Toughbone,2,Meldspar Ore,2
895,Pukei Coil β+,Pukei-Pukei Cortex,2,Pukei-Pukei Lash,1,Pukei-Pukei Fellwing,1,Deadly Poison Sac,2
896,Pukei Greaves β+,Pukei-Pukei Cortex,2,Pukei-Pukei Shard,2,Large Pukei-Pukei Sac,1,,
897,Pukei Lagoon Hat α+,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Fellwing,2,Large Coral Pukei-Pukei Sac,2,Flood Sac,2
898,Pukei Lagoon Mail α+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Monster Toughbone,3,,
899,Pukei Lagoon Braces α+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Bathycite Ore,2,,
900,Pukei Lagoon Coil α+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Large Coral Pukei-Pukei Sac,1,,
901,Pukei Lagoon Greaves α+,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Lash,1,Coral Pukei-Pukei Fellwing,1,Flood Sac,2
902,Pukei Lagoon Hat β+,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Fellwing,2,Large Coral Pukei-Pukei Sac,2,Flood Sac,2
903,Pukei Lagoon Mail β+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Monster Toughbone,3,,
904,Pukei Lagoon Braces β+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Bathycite Ore,2,,
905,Pukei Lagoon Coil β+,Coral Pukei-Pukei Cortex,2,Coral Pukei-Pukei Shard,2,Large Coral Pukei-Pukei Sac,1,,
906,Pukei Lagoon Greaves β+,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Lash,1,Coral Pukei-Pukei Fellwing,1,Flood Sac,2
907,Barroth Helm α+,Barroth Chine,2,Barroth Cortex,2,Monster Toughbone,3,Rich Mud,1
908,Barroth Mail α+,Barroth Chine,2,Barroth Cortex,2,Rich Mud,2,,
909,Barroth Vambraces α+,Barroth Chine,2,Barroth Lash,1,Kestodon Husk,2,,
910,Barroth Coil α+,Barroth Chine,2,Barroth Crown,1,Barroth Hardclaw,1,Rich Mud,1
911,Barroth Greaves α+,Barroth Chine,2,Barroth Cortex,2,Barroth Hardclaw,1,,
912,Barroth Helm β+,Barroth Chine,2,Barroth Cortex,2,Monster Toughbone,3,Rich Mud,1
913,Barroth Mail β+,Barroth Chine,2,Barroth Cortex,2,Rich Mud,2,,
914,Barroth Vambraces β+,Barroth Chine,2,Barroth Lash,1,Kestodon Husk,2,,
915,Barroth Coil β+,Barroth Chine,2,Barroth Crown,1,Barroth Hardclaw,1,Rich Mud,1
916,Barroth Greaves β+,Barroth Chine,2,Barroth Cortex,2,Barroth Hardclaw,1,,
917,Jyura Helm α+,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,1,Steel Gajau Whisker,1
918,Jyura Mail α+,Jyuratodus Cortex,1,Jyuratodus Shard,2,Gajau Thickhide,2,,
919,Jyura Vambraces α+,Jyuratodus Cortex,1,Jyuratodus Shard,1,Monster Toughbone,2,,
920,Jyura Coil α+,Jyuratodus Cortex,1,Jyuratodus Shard,1,Flood Sac,2,,
921,Jyura Greaves α+,Jyuratodus Cortex,1,Jyuratodus Hardfang,1,Jyuratodus Grandfin,2,,
922,Jyura Helm β+,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,1,Steel Gajau Whisker,1
923,Jyura Mail β+,Jyuratodus Cortex,1,Jyuratodus Shard,2,Gajau Thickhide,2,,
924,Jyura Vambraces β+,Jyuratodus Cortex,1,Jyuratodus Shard,1,Monster Toughbone,2,,
925,Jyura Coil β+,Jyuratodus Cortex,1,Jyuratodus Shard,1,Flood Sac,2,,
926,Jyura Greaves β+,Jyuratodus Cortex,1,Jyuratodus Hardfang,1,Jyuratodus Grandfin,2,,
927,Beo Helm α+,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Grandfin,1,,
928,Beo Mail α+,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Hardhorn,1,,
929,Beo Vambraces α+,Beotodus Cortex,2,Beotodus Hardhorn,2,Cryo Sac,1,,
930,Beo Coil α+,Beotodus Cortex,2,Beotodus Shard,1,Cryo Sac,2,,
931,Beo Greaves α+,Beotodus Cortex,2,Beotodus Hardhorn,1,Beotodus Grandfin,2,Gracium,3
932,Beo Helm β+,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Grandfin,1,,
933,Beo Mail β+,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Hardhorn,1,,
934,Beo Vambraces β+,Beotodus Cortex,2,Beotodus Hardhorn,2,Cryo Sac,1,,
935,Beo Coil β+,Beotodus Cortex,2,Beotodus Shard,1,Cryo Sac,2,,
936,Beo Greaves β+,Beotodus Cortex,2,Beotodus Hardhorn,1,Beotodus Grandfin,2,Gracium,3
937,Kadachi Hat α+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,1,Monster Essence,3
938,Kadachi Mail α+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Tobi-Kadachi Membrane+,1,,
939,Kadachi Vambraces α+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,1,Tobi-Kadachi Hardclaw,2,Lightning Sac,2
940,Kadachi Coil α+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Lightning Sac,1,,
941,Kadachi Greaves α+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Membrane+,2,Tobi-Kadachi Cathode,1,,
942,Kadachi Hat β+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,1,Monster Essence,3
943,Kadachi Mail β+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Tobi-Kadachi Membrane+,1,,
944,Kadachi Vambraces β+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,1,Tobi-Kadachi Hardclaw,2,Lightning Sac,2
945,Kadachi Coil β+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,2,Lightning Sac,1,,
946,Kadachi Greaves β+,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Membrane+,2,Tobi-Kadachi Cathode,1,,
947,Viper Kadachi Hat α+,Viper Tobi-Kadachi Thickfur,3,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,1,Wulg Thickfur,2
948,Viper Kadachi Mail α+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Membrane+,1,,
949,Viper Kadachi Braces α+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Hardclaw,2,Deadly Poison Sac,1
950,Viper Kadachi Coil α+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Membrane+,2,Deadly Poison Sac,2
951,Viper Kadachi Greaves α+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Membrane+,1,Viper Tobi-Kadachi Thorn,1,Wulg Thickfur,3
952,Viper Kadachi Hat β+,Viper Tobi-Kadachi Thickfur,3,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,1,Wulg Thickfur,2
953,Viper Kadachi Mail β+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Membrane+,1,,
954,Viper Kadachi Braces β+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Hardclaw,2,Deadly Poison Sac,1
955,Viper Kadachi Coil β+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Membrane+,2,Deadly Poison Sac,2
956,Viper Kadachi Greaves β+,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Membrane+,1,Viper Tobi-Kadachi Thorn,1,Wulg Thickfur,3
957,High Metal Helm α+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1
958,High Metal Mail α+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1
959,High Metal Braces α+,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,
960,High Metal Coil α+,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,
961,High Metal Greaves α+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Gajau Thickhide,1
962,High Metal Helm β+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1
963,High Metal Mail β+,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1
964,High Metal Braces β+,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,
965,High Metal Coil β+,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,
