id,base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
1959,Destroyer Bo II,insect-glaive,Upgrade,Legiana Wing,2,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2,Piercing Claw,5
1960,Destroyer Bo III,insect-glaive,Upgrade,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3,Bird Wyvern Gem,1
1961,Diving Destroyer I,insect-glaive,Create,Tzitzi-Ya-Ku Hardclaw,3,Tzitzi-Ya-Ku Photomembrane,2,Tzitzi-Ya-Ku Shard,4,Fey Wyvern Gem,1
1962,Diving Destroyer I,insect-glaive,Upgrade,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Tzitzi-Ya-Ku Shard,2,Tough Claw,2
1963,Diving Destroyer II,insect-glaive,Upgrade,Legiana Hardclaw,2,Tzitzi-Ya-Ku Hardclaw,2,Tzitzi-Ya-Ku Photomembrane,1,Purecrystal,1
1964,Hidden Cane I,insect-glaive,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
1965,Hidden Cane II,insect-glaive,Upgrade,Fulgur Anjanath Hardfang,2,Nargacuga Cutwing+,3,Nargacuga Lash,2,Nargacuga Mantle,1
1966,Frost Blade I,insect-glaive,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,Coral Crystal,3
1967,Frost Blade II,insect-glaive,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale+,5
1968,Freeze Gale I,insect-glaive,Upgrade,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,3
1969,Freeze Gale II,insect-glaive,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
1970,Freeze Gale III,insect-glaive,Upgrade,Gracium,2,Eltalite Ore,4,Cryo Sac,1,Wulg Thickfur,3
1971,Amber Piton,insect-glaive,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
1972,Amber Piton+,insect-glaive,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
1973,Fenrir Storm,insect-glaive,Upgrade,Velkhana Hardclaw,2,Barioth Hardclaw,4,Amber Hardfang,2,Large Elder Dragon Bone,5
1974,Fenrir Rose,insect-glaive,Create,Frostfang Ticket,3,Silverwhite Frostfang,3,Bergcrusher Claw,2,Large Wyvern Gem,1
1975,Fenrir Rose,insect-glaive,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3,Bergcrusher Claw,1,Gracium,5
1976,Blooming Glaive I,insect-glaive,Upgrade,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,Poison Sac,1,,
1977,Blooming Glaive II,insect-glaive,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
1978,Blooming Glaive III,insect-glaive,Upgrade,Monster Bone+,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2,Poison Sac,2
1979,Datura Blade I,insect-glaive,Create,Pukei-Pukei Wing,4,Pukei-Pukei Sac+,3,Toxin Sac,2,Carbalite Ore,8
1980,Datura Blade I,insect-glaive,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Toxin Sac,2,Quality Bone,3
1981,Datura Blade II,insect-glaive,Upgrade,Monster Hardbone,3,Pukei-Pukei Wing,3,Pukei-Pukei Carapace,5,Toxin Sac,2
1982,Datura Blade III,insect-glaive,Upgrade,Vaal Hazak Wing,2,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Bird Wyvern Gem,1
1983,Datura Storm I,insect-glaive,Upgrade,Pukei-Pukei Shard,3,Pukei-Pukei Fellwing,2,Deadly Poison Sac,2,Monster Toughbone,2
1984,Datura Storm II,insect-glaive,Upgrade,Monster Slogbone,3,Rathian Surspike,2,Large Pukei-Pukei Sac,1,Pukei-Pukei Lash,1
1985,Nyx Blade I,insect-glaive,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
1986,Nyx Blade II,insect-glaive,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
1987,Gama Cane I,insect-glaive,Upgrade,Dodogama Talon,4,Dodogama Scale+,6,Dodogama Hide+,4,,
1988,Gama Cane II,insect-glaive,Upgrade,Fire Dragon Scale+,4,Dodogama Jaw,4,Dodogama Tail,3,Wyvern Gem,1
1989,Gama Magus I,insect-glaive,Upgrade,Dodogama Hardclaw,2,Dodogama Shard,3,Dodogama Thickhide,2,Gastodon Husk,2
1990,Gama Magus II,insect-glaive,Upgrade,Fine Brachydios Ebonshell,2,Dodogama Mandible,2,Dodogama Lash,1,Monster Slogbone,5
1991,Flaming Teuza,insect-glaive,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
1992,Flaming Teuza+,insect-glaive,Upgrade,Ebony Odogaron Hardfang,2,Glavenus Hellshell,3,Glavenus Tailedge,2,Glavenus Mantle,1
1993,Glavenus Helldait,insect-glaive,Upgrade,Fire Dragon Hardclaw,2,Glavenus Hardfang,5,Glavenus Hellshell,4,Pure Dragon Blood,3
1994,Bone Rod I,insect-glaive,Create,Monster Bone S,1,,,,,,
1995,Bone Rod II,insect-glaive,Upgrade,Monster Bone S,2,,,,,,
1996,Bone Rod III,insect-glaive,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
1997,Hard Bone Rod I,insect-glaive,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
1998,Hard Bone Rod II,insect-glaive,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
1999,Hard Bone Rod III,insect-glaive,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
2000,Aerial Rod I,insect-glaive,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
2001,Aerial Rod II,insect-glaive,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
2002,Aerial Magus I,insect-glaive,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
2003,Aerial Magus I,insect-glaive,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
2004,Aerial Magus II,insect-glaive,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
2005,Aerial Magus III,insect-glaive,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
2006,Icescepter,insect-glaive,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2,Velkhana Lash,2,Purecrystal,1
2007,Wise Fylos,insect-glaive,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
2008,Hazak Entoma I,insect-glaive,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
2009,Hazak Entoma II,insect-glaive,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
2010,Deathstaff Vaal Entoma,insect-glaive,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
2011,Hydros Arcana,insect-glaive,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
2012,Flammenkaefer,insect-glaive,Create,Anjanath Fang,5,Anjanath Pelt,4,Anjanath Tail,2,Anjanath Plate,1
2013,Flammenkaefer,insect-glaive,Upgrade,Anjanath Fang,3,Anjanath Scale,3,Anjanath Pelt,2,Flame Sac,2
2014,Flammenkaefer+,insect-glaive,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
2015,Gnashing Flammenkaefer,insect-glaive,Upgrade,Vaal Hazak Fang+,5,Anjanath Pelt+,4,Anjanath Nosebone+,2,Anjanath Gem,1
2016,Gnashing Flammenkaefer+,insect-glaive,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
2017,Lohenspire,insect-glaive,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3,Heavy Anjanath Nosebone,2,Anjanath Lash,1
2018,Donnerspitze,insect-glaive,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
2019,Donnerspitze+,insect-glaive,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
2020,Fulguration's Tower,insect-glaive,Upgrade,Kirin Silvermane,2,Fulgur Anjanath Hardfang,3,Fulgur Anjanath Thickfur,5,Fulgur Anjanath Mantle,1
2021,Aqua Rod I,insect-glaive,Upgrade,Boulder Bone,2,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
2022,Aqua Rod II,insect-glaive,Upgrade,Sturdy Bone,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
2023,Aqua Rod III,insect-glaive,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Bone,2,Gajau Whisker,3
2024,Water Glaive I,insect-glaive,Create,Monster Keenbone,5,Jyuratodus Fin+,3,Torrent Sac,2,Wyvern Gem,1
2025,Water Glaive I,insect-glaive,Upgrade,Quality Bone,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
2026,Water Glaive II,insect-glaive,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
2027,Water Glaive III,insect-glaive,Upgrade,Elder Dragon Bone,4,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
2028,Water Glaive IV,insect-glaive,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
2029,Laguna Glaive I,insect-glaive,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
2030,Laguna Glaive II,insect-glaive,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
2031,Rex Rod I,insect-glaive,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
2032,Rex Rod II,insect-glaive,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3,Tigrex Lash,2,Tigrex Mantle,1
2033,Accursed Rod,insect-glaive,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
2034,Diablos Rod I,insect-glaive,Upgrade,Twisted Horn,1,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3
2035,Diablos Rod II,insect-glaive,Upgrade,Monster Keenbone,4,Diablos Ridge,4,Diablos Tailcase,2,Diablos Marrow,1
2036,Tyrannis Glaive I,insect-glaive,Create,Diablos Cortex,3,Dragonbone Artifact,1,Majestic Horn,3,Wyvern Gem,1
2037,Tyrannis Glaive I,insect-glaive,Upgrade,Majestic Horn,3,Diablos Carapace,6,Diablos Ridge+,5,Blos Medulla,1
2038,Tyrannis Glaive II,insect-glaive,Upgrade,Nergigante Horn+,2,Black Spiral Horn+,3,Black Diablos Carapace,4,Wyvern Gem,1
2039,Tyrannis Glaive III,insect-glaive,Upgrade,Twisted Stouthorn,3,Diablos Cortex,6,Diablos Chine,5,Monster Slogbone,3
2040,Thanatos Glaive,insect-glaive,Upgrade,Blackcurl Stouthorn,3,Black Diablos Cortex,3,Monster Solidbone,3,Large Wyvern Gem,1
2041,Sulfurteinn Spiran,insect-glaive,Upgrade,Acidic Glavenus Hardfang,2,Acidic Glavenus Spineshell,2,Acidic Glavenus Tailedge,2,Honed Acidcryst,4
2042,The Trickling Spiral,insect-glaive,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
2043,Beo Glaive I,insect-glaive,Create,Beotodus Grandfin,2,Beotodus Hardhorn,2,Beotodus Shard,6,Frozen Bone,3
2044,Beo Glaive I,insect-glaive,Upgrade,Beotodus Grandfin,1,Beotodus Hardhorn,1,Beotodus Shard,3,Frozen Bone,1
2045,Beo Glaive II,insect-glaive,Upgrade,Rimed Hide,2,Beotodus Grandfin,2,Cryo Sac,2,Large Wyvern Gem,1
2046,Pulsar Rod I,insect-glaive,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Scale,3,Tobi-Kadachi Pelt,2,,
2047,Pulsar Rod II,insect-glaive,Upgrade,Tobi-Kadachi Electrode,2,Tobi-Kadachi Claw,3,Electro Sac,2,Coral Crystal,3
2048,Pulsar Rod III,insect-glaive,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
2049,Kadachi Pillar I,insect-glaive,Upgrade,Tobi-Kadachi Claw+,3,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Dragonvein Crystal,3
2050,Kadachi Pillar II,insect-glaive,Upgrade,Majestic Horn,2,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,4,Thunder Sac,3
2051,Kadachi Pillar III,insect-glaive,Upgrade,Nergigante Talon,2,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
2052,Kadachi Fury I,insect-glaive,Create,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Shard,6,Large Wyvern Gem,1
2053,Kadachi Fury I,insect-glaive,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
2054,Kadachi Fury II,insect-glaive,Upgrade,Hard Odogaron Sinew,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Membrane+,2
2055,Kadachi Vipertail I,insect-glaive,Upgrade,Viper Tobi-Kadachi Hardclaw,1,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Thickfur,2,Ultraplegia Sac,1
2056,Kadachi Vipertail II,insect-glaive,Upgrade,Acidic Glavenus Spineshell,2,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,2,Viper Tobi-Kadachi Membrane+,2
2057,Garon Rod I,insect-glaive,Upgrade,Odogaron Claw,2,Odogaron Scale,4,Odogaron Fang,2,,
2058,Garon Rod II,insect-glaive,Upgrade,Quality Bone,5,Odogaron Claw,2,Odogaron Tail,2,Odogaron Plate,1
2059,Temptation's Trident,insect-glaive,Create,Odogaron Shard,3,Dragonbone Artifact,1,Odogaron Scale+,8,Wyvern Gem,1
2060,Temptation's Trident,insect-glaive,Upgrade,Odogaron Claw+,4,Odogaron Scale+,8,Odogaron Fang+,3,Dragonbone Relic,1
2061,Vice,insect-glaive,Upgrade,Teostra Claw+,2,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1
2062,Vice+,insect-glaive,Upgrade,Odogaron Hardclaw,2,Odogaron Shard,3,Odogaron Hardfang,2,Monster Slogbone,3
2063,Cruelty,insect-glaive,Upgrade,Acidic Glavenus Tailedge,2,Odogaron Hardclaw,4,Odogaron Lash,2,Odogaron Mantle,1
2064,Nether Vajra,insect-glaive,Upgrade,Ebony Odogaron Hardclaw,3,Ebony Odogaron Shard,5,Ebony Odogaron Hardfang,2,Dragonbone Artifact,1
2065,Deadline,insect-glaive,Upgrade,Namielle Hardclaw,2,Ebony Odogaron Hardclaw,4,Ebony Odogaron Lash,2,Ebony Odogaron Mantle,1
2066,Dragonbone Glaive I,insect-glaive,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
2067,Dragonbone Glaive II,insect-glaive,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
2068,Dragonbone Glaive III,insect-glaive,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
2069,Dragonseal Aldstaff I,insect-glaive,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
2070,Dragonseal Aldstaff II,insect-glaive,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
2071,Infinite Wisdom,insect-glaive,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
2072,Indigo Flash,insect-glaive,Upgrade,Kirin Thunderhorn,3,Kirin Hide,3,Kirin Tail,1,Lightcrystal,1
2073,Azure Bolt,insect-glaive,Upgrade,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4,Dragonvein Crystal,5
2074,Verdant Levin,insect-glaive,Upgrade,Xeno'jiiva Shell,4,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2
2075,Celestial Spire,insect-glaive,Upgrade,Kirin Azure Horn+,3,Kirin Finehide,4,Kirin Silvermane,3,Purecrystal,1
2076,Blacksteel Glaive I,insect-glaive,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
2077,Blacksteel Glaive II,insect-glaive,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
2078,Daora's Entom,insect-glaive,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
2079,Daora's Tethidine,insect-glaive,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
2080,Daora's Samudra,insect-glaive,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
2081,Xeno Shmaena,insect-glaive,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
2082,Bad Wing,insect-glaive,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
2083,Grunge Storm,insect-glaive,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
2084,Fate's Wing,insect-glaive,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
2085,Gae Bolg,insect-glaive,Create,Behemoth Bone,3,Behemoth Shearclaw,2,Aetheryte Shard,3,Firecell Stone,3
2086,True Gae Bolg,insect-glaive,Upgrade,Behemoth Bone,2,Behemoth Great Horn,2,Behemoth Tail,1,Elder Dragon Blood,5
2087,Nexus Gae Bolg,insect-glaive,Upgrade,Unity Symbol,1,Behemoth Mane,2,Pure Dragon Blood,5,Large Elder Dragon Gem,1
2088,Empress Cane,insect-glaive,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
2089,Empress Cane "Blaze",insect-glaive,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
2090,Soulfire Reach "Blaze",insect-glaive,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
2091,Empress Cane "Ruin",insect-glaive,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
2092,Soulfire Reach "Ruin",insect-glaive,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
2093,Empress Cane "Styx",insect-glaive,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
2094,Soulfire Reach "Styx",insect-glaive,Upgrade,Lunastra Shard,4,Lunastra Lash,2,Elder Spiritvein Bone,5,Large Elder Dragon Gem,1
2095,Metal Mauler,insect-glaive,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
2096,Metalmangler,insect-glaive,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
2097,Demonlord Cudgel,insect-glaive,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
2098,Brimstren Drakerod,insect-glaive,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
2099,Stygian Oblivia,insect-glaive,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
2100,Lightbreak Press,insect-glaive,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
2101,Alatreon Dragonspire,insect-glaive,Create,Alatreon Mantle,3,Skyswayer,1,Alatreon Riptalon,3,Large Elder Dragon Gem,1
2102,Alatreon Embrace,insect-glaive,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
2103,Guild Palace Rod,insect-glaive,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
2104,Royal March Banner,insect-glaive,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
2105,Defender Light Bowgun I,light-bowgun,Create,Iron Ore,1,,,,,,
2106,Defender Light Bowgun II,light-bowgun,Upgrade,Anjanath Scale,1,,,,,,
2107,Defender Light Bowgun III,light-bowgun,Upgrade,Commendation,1,,,,,,
2108,Defender Light Bowgun IV,light-bowgun,Upgrade,Pink Rathian Scale+,1,,,,,,
2109,Defender Light Bowgun V,light-bowgun,Upgrade,Immortal Dragonscale,1,,,,,,
2110,Chain Blitz I,light-bowgun,Create,Iron Ore,1,,,,,,
2111,Chain Blitz II,light-bowgun,Upgrade,Iron Ore,2,,,,,,
2112,Chain Blitz III,light-bowgun,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
2113,High Chain Blitz I,light-bowgun,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
2114,High Chain Blitz II,light-bowgun,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
2115,High Chain Blitz III,light-bowgun,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
2116,Cross Blitz I,light-bowgun,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
2117,Cross Blitz II,light-bowgun,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
2118,Crossblitzer I,light-bowgun,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
2119,Crossblitzer I,light-bowgun,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
2120,Crossblitzer II,light-bowgun,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
2121,Crossblitzer III,light-bowgun,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
2122,Blackwing Bowgun I,light-bowgun,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
2123,Blackwing Bowgun II,light-bowgun,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
2124,Nergal Spitter,light-bowgun,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
2125,Cataclysm's Trigger,light-bowgun,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
2126,Ruinous Cataclysm,light-bowgun,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
2127,Lumu Blitz I,light-bowgun,Upgrade,Paolumu Shell,1,Paolumu Scale,3,Paolumu Pelt,2,,
2128,Lumu Blitz II,light-bowgun,Upgrade,Diablos Shell,3,Paolumu Shell,3,Paolumu Webbing,2,Shamos Scale,5
2129,Lumu Typhon I,light-bowgun,Create,Paolumu Pelt+,6,Paolumu Webbing,5,Paolumu Carapace+,4,Wyvern Gem,1
2130,Lumu Typhon I,light-bowgun,Upgrade,Paolumu Carapace+,3,Paolumu Scale+,5,Paolumu Pelt+,4,Shamos Scale+,5
2131,Lumu Typhon II,light-bowgun,Upgrade,Blos Medulla,2,Paolumu Carapace+,4,Paolumu Wing,3,Novacrystal,1
2132,Lumu Typhon III,light-bowgun,Upgrade,Elder Dragon Bone,3,Paolumu Carapace+,5,Paolumu Scale+,7,Wyvern Gem,1
2133,Lumu Typhon IV,light-bowgun,Upgrade,Paolumu Fellwing,1,Paolumu Cortex,1,Paolumu Thickfur,3,Shamos Shard,2
2134,Nightmare's Seed I,light-bowgun,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
2135,Nightmare's Seed II,light-bowgun,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
2136,Glavenus Blitz,light-bowgun,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
2137,Acid Blitz I,light-bowgun,Upgrade,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Honed Acidcryst,4
2138,Acid Blitz II,light-bowgun,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
2139,Bazel Typhoon I,light-bowgun,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5,Bazelgeuse Fuse,4,Firecell Stone,1
2140,Bazel Typhoon II,light-bowgun,Upgrade,Teostra Powder,3,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
2141,Bazelcore,light-bowgun,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
2142,Jagras Blitz I,light-bowgun,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
2143,Jagras Blitz II,light-bowgun,Upgrade,Great Jagras Claw,2,Great Jagras Mane,2,Coral Bone,2,Tzitzi-Ya-Ku Claw,3
2144,Jagras Blitz III,light-bowgun,Upgrade,Monster Bone+,3,Great Jagras Scale,5,Great Jagras Claw,3,Great Jagras Mane,3
2145,Jagras Fire I,light-bowgun,Upgrade,Great Jagras Scale+,6,Great Jagras Claw+,4,Great Jagras Mane,6,Piercing Claw,5
2146,Jagras Fire II,light-bowgun,Upgrade,Monster Hardbone,4,Great Jagras Claw+,6,Jagras Hide+,6,Tzitzi-Ya-Ku Claw+,5
2147,Jagras Fire III,light-bowgun,Upgrade,Vaal Hazak Talon,2,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1
