id,base_name_en,rank,condition_en,item_en,stack,percentage
4386,Shrieking Legiana,MR,Track,Legiana Shard,1,100
4387,Shrieking Legiana,MR,Carve / Capture,Legiana Shard,1,34
4388,Shrieking Legiana,MR,Carve / Capture,Rimed Hide,1,26
4389,Shrieking Legiana,MR,Carve / Capture,Obsidian Icetalon,1,21
4390,Shrieking Legiana,MR,Carve / Capture,Stark Wing,1,16
4391,Shrieking Legiana,MR,Carve / Capture,Legiana Mantle,1,3
4392,Shrieking Legiana,MR,Wound Head,Rimed Hide,1,60
4393,Shrieking Legiana,MR,Wound Head,Legiana Shard,1,35
4394,Shrieking Legiana,MR,Wound Head,Legiana Mantle,1,5
4395,Shrieking Legiana,MR,Wound Wings,Stark Wing,1,70
4396,Shrieking Legiana,MR,Wound Wings,Rimed Hide,1,30
4397,Shrieking Legiana,MR,Wound Back,Rimed Hide,1,98
4398,Shrieking Legiana,MR,Wound Back,Legiana Mantle,1,2
4399,Shrieking Legiana,MR,Wound Tail,Legiana Tail Webbing+,1,63
4400,Shrieking Legiana,MR,Wound Tail,Rimed Hide,1,33
4401,Shrieking Legiana,MR,Wound Tail,Legiana Mantle,1,4
4402,Shrieking Legiana,MR,Shiny Drop,Obsidian Icetalon,1,50
4403,Shrieking Legiana,MR,Shiny Drop,Legiana Hardclaw,1,28
4404,Shrieking Legiana,MR,Shiny Drop,Large Wyvern Tear,1,22
4405,Shrieking Legiana,MR,Plunderblade,Legiana Shard,1,42
4406,Shrieking Legiana,MR,Plunderblade,Rimed Hide,1,31
4407,Shrieking Legiana,MR,Plunderblade,Obsidian Icetalon,1,26
4408,Shrieking Legiana,MR,Plunderblade,Legiana Mantle,1,1
4409,Shrieking Legiana,MR,Bandit Mantle,Glimmering Scale,1,70
4410,Shrieking Legiana,MR,Bandit Mantle,Giant Scale,1,30
4411,Shrieking Legiana,MR,Hunt (Bronze),Rimed Hide,1,27
4412,Shrieking Legiana,MR,Hunt (Bronze),Legiana Shard,1,21
4413,Shrieking Legiana,MR,Hunt (Bronze),Cryo Sac,1,18
4414,Shrieking Legiana,MR,Hunt (Bronze),Obsidian Icetalon,1,13
4415,Shrieking Legiana,MR,Hunt (Bronze),Legiana Tail Webbing+,1,11
4416,Shrieking Legiana,MR,Hunt (Bronze),Stark Wing,1,10
4417,Shrieking Legiana,MR,Investigation (Silver),Legiana Tail Webbing+,1,19
4418,Shrieking Legiana,MR,Investigation (Silver),Stark Wing,1,18
4419,Shrieking Legiana,MR,Investigation (Silver),Obsidian Icetalon,1,16
4420,Shrieking Legiana,MR,Investigation (Silver),Rimed Hide,2,14
4421,Shrieking Legiana,MR,Investigation (Silver),Cryo Sac,2,12
4422,Shrieking Legiana,MR,Investigation (Silver),Legiana Shard,2,11
4423,Shrieking Legiana,MR,Investigation (Silver),Legiana Mantle,1,10
4424,Shrieking Legiana,MR,Investigation (Gold),Obsidian Icetalon,1,18
4425,Shrieking Legiana,MR,Investigation (Gold),Stark Wing,1,18
4426,Shrieking Legiana,MR,Investigation (Gold),Legiana Mantle,1,18
4427,Shrieking Legiana,MR,Investigation (Gold),Legiana Tail Webbing+,1,14
4428,Shrieking Legiana,MR,Investigation (Gold),Rimed Hide,3,12
4429,Shrieking Legiana,MR,Investigation (Gold),Legiana Shard,3,10
4430,Shrieking Legiana,MR,Investigation (Gold),Cryo Sac,3,10
4431,Shrieking Legiana,MR,Investigation (Purple),Carved Feystone,1,60
4432,Shrieking Legiana,MR,Investigation (Purple),Ancient Feystone,1,30
4433,Shrieking Legiana,MR,Investigation (Purple),Sealed Feystone,1,10
4434,Shrieking Legiana,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
4435,Shrieking Legiana,MR,Guiding Lands (Low),Crystal Frozenhide,1,37
4436,Shrieking Legiana,MR,Guiding Lands (Mid),Crystal Frozenhide,1,63
4437,Shrieking Legiana,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
4438,Shrieking Legiana,MR,Guiding Lands (High),Crystal Frozenhide,1,100
4439,Shrieking Legiana,MR,Guiding Lands (Tempered),Tempered Frosthide,1,59
4440,Shrieking Legiana,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,28
4441,Shrieking Legiana,MR,Guiding Lands (Tempered),Spiritvein Gem,1,13
4442,Fulgur Anjanath,MR,Track,Fulgur Anjanath Shard,1,100
4443,Fulgur Anjanath,MR,Carve / Capture,Fulgur Anjanath Shard,1,35
4444,Fulgur Anjanath,MR,Carve / Capture,Fulgur Anjanath Thickfur,1,26
4445,Fulgur Anjanath,MR,Carve / Capture,Heavy Fulgur Anjanath Nosebone,1,21
4446,Fulgur Anjanath,MR,Carve / Capture,Fulgur Anjanath Hardfang,1,16
4447,Fulgur Anjanath,MR,Carve / Capture,Fulgur Anjanath Mantle,1,2
4448,Fulgur Anjanath,MR,Wound Head,Fulgur Anjanath Hardfang,1,62
4449,Fulgur Anjanath,MR,Wound Head,Heavy Fulgur Anjanath Nosebone,1,35
4450,Fulgur Anjanath,MR,Wound Head,Fulgur Anjanath Mantle,1,3
4451,Fulgur Anjanath,MR,Wound Hindlegs,Fulgur Anjanath Shard,2,100
4452,Fulgur Anjanath,MR,Shiny Drop,Lightning Sac,1,50
4453,Fulgur Anjanath,MR,Shiny Drop,Fulgur Anjanath Hardfang,1,28
4454,Fulgur Anjanath,MR,Shiny Drop,Large Wyvern Tear,1,22
4455,Fulgur Anjanath,MR,Tail Carve,Fulgur Anjanath Lash,1,72
4456,Fulgur Anjanath,MR,Tail Carve,Fulgur Anjanath Shard,1,25
4457,Fulgur Anjanath,MR,Tail Carve,Fulgur Anjanath Mantle,1,3
4458,Fulgur Anjanath,MR,Plunderblade,Fulgur Anjanath Shard,1,40
4459,Fulgur Anjanath,MR,Plunderblade,Fulgur Anjanath Thickfur,1,33
4460,Fulgur Anjanath,MR,Plunderblade,Fulgur Anjanath Hardfang,1,26
4461,Fulgur Anjanath,MR,Plunderblade,Fulgur Anjanath Mantle,1,1
4462,Fulgur Anjanath,MR,Bandit Mantle,Lustrous Scale,1,70
4463,Fulgur Anjanath,MR,Bandit Mantle,Glimmering Scale,1,30
4464,Fulgur Anjanath,MR,Hunt (Bronze),Fulgur Anjanath Thickfur,1,29
4465,Fulgur Anjanath,MR,Hunt (Bronze),Fulgur Anjanath Shard,1,24
4466,Fulgur Anjanath,MR,Hunt (Bronze),Lightning Sac,1,21
4467,Fulgur Anjanath,MR,Hunt (Bronze),Heavy Fulgur Anjanath Nosebone,1,15
4468,Fulgur Anjanath,MR,Hunt (Bronze),Fulgur Anjanath Lash,1,11
4469,Fulgur Anjanath,MR,Investigation (Silver),Fulgur Anjanath Lash,1,23
4470,Fulgur Anjanath,MR,Investigation (Silver),Fulgur Anjanath Hardfang,1,19
4471,Fulgur Anjanath,MR,Investigation (Silver),Heavy Fulgur Anjanath Nosebone,1,19
4472,Fulgur Anjanath,MR,Investigation (Silver),Fulgur Anjanath Thickfur,2,16
4473,Fulgur Anjanath,MR,Investigation (Silver),Fulgur Anjanath Shard,2,13
4474,Fulgur Anjanath,MR,Investigation (Silver),Fulgur Anjanath Mantle,1,10
4475,Fulgur Anjanath,MR,Investigation (Gold),Fulgur Anjanath Hardfang,1,21
4476,Fulgur Anjanath,MR,Investigation (Gold),Heavy Fulgur Anjanath Nosebone,1,21
4477,Fulgur Anjanath,MR,Investigation (Gold),Fulgur Anjanath Lash,1,19
4478,Fulgur Anjanath,MR,Investigation (Gold),Fulgur Anjanath Mantle,1,18
4479,Fulgur Anjanath,MR,Investigation (Gold),Fulgur Anjanath Thickfur,3,12
4480,Fulgur Anjanath,MR,Investigation (Gold),Fulgur Anjanath Shard,3,9
4481,Fulgur Anjanath,MR,Investigation (Purple),Carved Feystone,1,60
4482,Fulgur Anjanath,MR,Investigation (Purple),Ancient Feystone,1,30
4483,Fulgur Anjanath,MR,Investigation (Purple),Sealed Feystone,1,10
4484,Fulgur Anjanath,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
4485,Fulgur Anjanath,MR,Guiding Lands (Low),Crackling Thunderpelt,1,37
4486,Fulgur Anjanath,MR,Guiding Lands (Mid),Crackling Thunderpelt,1,63
4487,Fulgur Anjanath,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
4488,Fulgur Anjanath,MR,Guiding Lands (High),Crackling Thunderpelt,1,100
4489,Fulgur Anjanath,MR,Guiding Lands (Tempered),Tempered Thunderpelt,1,61
4490,Fulgur Anjanath,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
4491,Fulgur Anjanath,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
4492,Acidic Glavenus,MR,Track,Acidic Glavenus Shard,1,100
4493,Acidic Glavenus,MR,Carve / Capture,Acidic Glavenus Shard,1,31
4494,Acidic Glavenus,MR,Carve / Capture,Acidic Glavenus Cortex,1,24
4495,Acidic Glavenus,MR,Carve / Capture,Acidic Glavenus Hardfang,1,19
4496,Acidic Glavenus,MR,Carve / Capture,Acidic Glavenus Spineshell,1,14
4497,Acidic Glavenus,MR,Carve / Capture,Acidic Glavenus Tailedge,1,9
4498,Acidic Glavenus,MR,Carve / Capture,Glavenus Mantle,1,3
4499,Acidic Glavenus,MR,Wound Head,Acidic Glavenus Hardfang,1,65
4500,Acidic Glavenus,MR,Wound Head,Acidic Glavenus Shard,1,32
4501,Acidic Glavenus,MR,Wound Head,Glavenus Mantle,1,3
4502,Acidic Glavenus,MR,Wound Back,Acidic Glavenus Spineshell,1,65
4503,Acidic Glavenus,MR,Wound Back,Acidic Glavenus Cortex,1,35
4504,Acidic Glavenus,MR,Wound Forearms,Acidic Glavenus Shard,1,70
4505,Acidic Glavenus,MR,Wound Forearms,Acidic Glavenus Cortex,1,30
4506,Acidic Glavenus,MR,Shiny Drop,Honed Acidcryst,1,50
4507,Acidic Glavenus,MR,Shiny Drop,Acidic Glavenus Shard,1,28
4508,Acidic Glavenus,MR,Shiny Drop,Large Wyvern Tear,1,22
4509,Acidic Glavenus,MR,Tail Carve,Acidic Glavenus Tailedge,1,70
4510,Acidic Glavenus,MR,Tail Carve,Acidic Glavenus Cortex,1,25
4511,Acidic Glavenus,MR,Tail Carve,Glavenus Mantle,1,5
4512,Acidic Glavenus,MR,Plunderblade,Acidic Glavenus Shard,1,41
4513,Acidic Glavenus,MR,Plunderblade,Acidic Glavenus Cortex,1,33
4514,Acidic Glavenus,MR,Plunderblade,Acidic Glavenus Spineshell,1,25
4515,Acidic Glavenus,MR,Plunderblade,Glavenus Mantle,1,1
4516,Acidic Glavenus,MR,Bandit Mantle,Glimmering Scale,1,70
4517,Acidic Glavenus,MR,Bandit Mantle,Giant Scale,1,30
4518,Acidic Glavenus,MR,Hunt (Bronze),Acidic Glavenus Cortex,1,28
4519,Acidic Glavenus,MR,Hunt (Bronze),Acidic Glavenus Shard,1,22
4520,Acidic Glavenus,MR,Hunt (Bronze),Acidic Glavenus Hardfang,1,16
4521,Acidic Glavenus,MR,Hunt (Bronze),Honed Acidcryst,1,14
4522,Acidic Glavenus,MR,Hunt (Bronze),Acidic Glavenus Spineshell,1,11
4523,Acidic Glavenus,MR,Hunt (Bronze),Acidic Glavenus Tailedge,1,9
4524,Acidic Glavenus,MR,Investigation (Silver),Acidic Glavenus Hardfang,1,20
4525,Acidic Glavenus,MR,Investigation (Silver),Honed Acidcryst,1,18
4526,Acidic Glavenus,MR,Investigation (Silver),Acidic Glavenus Cortex,2,14
4527,Acidic Glavenus,MR,Investigation (Silver),Acidic Glavenus Spineshell,1,14
4528,Acidic Glavenus,MR,Investigation (Silver),Acidic Glavenus Shard,2,12
4529,Acidic Glavenus,MR,Investigation (Silver),Acidic Glavenus Tailedge,1,12
4530,Acidic Glavenus,MR,Investigation (Silver),Glavenus Mantle,1,10
4531,Acidic Glavenus,MR,Investigation (Gold),Glavenus Mantle,1,18
4532,Acidic Glavenus,MR,Investigation (Gold),Acidic Glavenus Hardfang,1,16
4533,Acidic Glavenus,MR,Investigation (Gold),Acidic Glavenus Spineshell,1,16
4534,Acidic Glavenus,MR,Investigation (Gold),Honed Acidcryst,2,14
4535,Acidic Glavenus,MR,Investigation (Gold),Acidic Glavenus Tailedge,1,14
4536,Acidic Glavenus,MR,Investigation (Gold),Acidic Glavenus Cortex,3,12
4537,Acidic Glavenus,MR,Investigation (Gold),Acidic Glavenus Shard,3,10
4538,Acidic Glavenus,MR,Investigation (Purple),Carved Feystone,1,60
4539,Acidic Glavenus,MR,Investigation (Purple),Ancient Feystone,1,30
4540,Acidic Glavenus,MR,Investigation (Purple),Sealed Feystone,1,10
4541,Acidic Glavenus,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
4542,Acidic Glavenus,MR,Guiding Lands (Low),Honed Tailblade,1,37
4543,Acidic Glavenus,MR,Guiding Lands (Mid),Honed Tailblade,1,63
4544,Acidic Glavenus,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
4545,Acidic Glavenus,MR,Guiding Lands (High),Honed Tailblade,1,100
4546,Acidic Glavenus,MR,Guiding Lands (Tempered),Tempered Tailblade,1,59
4547,Acidic Glavenus,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,28
4548,Acidic Glavenus,MR,Guiding Lands (Tempered),Spiritvein Gem,1,13
4549,Ebony Odogaron,MR,Track,Ebony Odogaron Shard,1,100
4550,Ebony Odogaron,MR,Carve / Capture,Ebony Odogaron Shard,1,35
4551,Ebony Odogaron,MR,Carve / Capture,Hard Ebony Odogaron Sinew,1,26
4552,Ebony Odogaron,MR,Carve / Capture,Ebony Odogaron Hardclaw,1,21
4553,Ebony Odogaron,MR,Carve / Capture,Ebony Odogaron Hardfang,1,16
4554,Ebony Odogaron,MR,Carve / Capture,Ebony Odogaron Mantle,1,2
4555,Ebony Odogaron,MR,Wound Head,Ebony Odogaron Hardfang,1,63
4556,Ebony Odogaron,MR,Wound Head,Ebony Odogaron Shard,1,36
4557,Ebony Odogaron,MR,Wound Head,Ebony Odogaron Mantle,1,1
4558,Ebony Odogaron,MR,Wound Forelegs,Ebony Odogaron Hardclaw,1,75
4559,Ebony Odogaron,MR,Wound Forelegs,Ebony Odogaron Shard,2,25
4560,Ebony Odogaron,MR,Wound Hindlegs,Hard Ebony Odogaron Sinew,1,75
4561,Ebony Odogaron,MR,Wound Hindlegs,Ebony Odogaron Shard,2,25
4562,Ebony Odogaron,MR,Shiny Drop,Ebony Odogaron Shard,1,50
4563,Ebony Odogaron,MR,Shiny Drop,Ebony Odogaron Hardfang,1,28
4564,Ebony Odogaron,MR,Shiny Drop,Large Wyvern Tear,1,22
4565,Ebony Odogaron,MR,Tail Carve,Ebony Odogaron Lash,1,72
4566,Ebony Odogaron,MR,Tail Carve,Ebony Odogaron Shard,1,25
4567,Ebony Odogaron,MR,Tail Carve,Ebony Odogaron Mantle,1,3
4568,Ebony Odogaron,MR,Plunderblade,Ebony Odogaron Shard,1,42
4569,Ebony Odogaron,MR,Plunderblade,Hard Ebony Odogaron Sinew,1,31
4570,Ebony Odogaron,MR,Plunderblade,Ebony Odogaron Hardclaw,1,26
4571,Ebony Odogaron,MR,Plunderblade,Ebony Odogaron Mantle,1,1
4572,Ebony Odogaron,MR,Bandit Mantle,Glimmering Scale,1,70
4573,Ebony Odogaron,MR,Bandit Mantle,Giant Scale,1,30
4574,Ebony Odogaron,MR,Hunt (Bronze),Hard Ebony Odogaron Sinew,1,31
4575,Ebony Odogaron,MR,Hunt (Bronze),Ebony Odogaron Shard,1,24
4576,Ebony Odogaron,MR,Hunt (Bronze),Nourishing Extract,3,18
4577,Ebony Odogaron,MR,Hunt (Bronze),Ebony Odogaron Hardclaw,1,16
4578,Ebony Odogaron,MR,Hunt (Bronze),Ebony Odogaron Lash,1,11
4579,Ebony Odogaron,MR,Investigation (Silver),Ebony Odogaron Lash,1,22
4580,Ebony Odogaron,MR,Investigation (Silver),Ebony Odogaron Hardclaw,1,19
4581,Ebony Odogaron,MR,Investigation (Silver),Ebony Odogaron Hardfang,1,19
4582,Ebony Odogaron,MR,Investigation (Silver),Hard Ebony Odogaron Sinew,2,16
4583,Ebony Odogaron,MR,Investigation (Silver),Ebony Odogaron Shard,2,14
4584,Ebony Odogaron,MR,Investigation (Silver),Ebony Odogaron Mantle,1,10
4585,Ebony Odogaron,MR,Investigation (Gold),Ebony Odogaron Hardclaw,1,20
4586,Ebony Odogaron,MR,Investigation (Gold),Ebony Odogaron Hardfang,1,20
4587,Ebony Odogaron,MR,Investigation (Gold),Ebony Odogaron Mantle,1,18
4588,Ebony Odogaron,MR,Investigation (Gold),Ebony Odogaron Lash,1,15
4589,Ebony Odogaron,MR,Investigation (Gold),Hard Ebony Odogaron Sinew,3,14
4590,Ebony Odogaron,MR,Investigation (Gold),Ebony Odogaron Shard,3,13
4591,Ebony Odogaron,MR,Investigation (Purple),Carved Feystone,1,60
4592,Ebony Odogaron,MR,Investigation (Purple),Ancient Feystone,1,30
4593,Ebony Odogaron,MR,Investigation (Purple),Sealed Feystone,1,10
4594,Ebony Odogaron,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
4595,Ebony Odogaron,MR,Guiding Lands (Low),Soulrender Talon,1,37
4596,Ebony Odogaron,MR,Guiding Lands (Mid),Soulrender Talon,1,63
4597,Ebony Odogaron,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
4598,Ebony Odogaron,MR,Guiding Lands (High),Soulrender Talon,1,100
4599,Ebony Odogaron,MR,Guiding Lands (Tempered),Tempered Talon,1,59
4600,Ebony Odogaron,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,28
4601,Ebony Odogaron,MR,Guiding Lands (Tempered),Spiritvein Gem,1,13
4602,Velkhana,MR,Track,Crystal Shard,1,100
4603,Velkhana,MR,Body Carve,Crystal Shard,1,32
4604,Velkhana,MR,Body Carve,Velkhana Cortex,1,24
4605,Velkhana,MR,Body Carve,Velkhana Hardclaw,1,19
4606,Velkhana,MR,Body Carve,Velkhana Fellwing,1,15
4607,Velkhana,MR,Body Carve,Velkhana Crownhorn,1,8
4608,Velkhana,MR,Body Carve,Velkhana Crystal,1,2
4609,Velkhana,MR,Wound Head,Velkhana Crownhorn,1,66
4610,Velkhana,MR,Wound Head,Crystal Shard,2,32
4611,Velkhana,MR,Wound Head,Velkhana Crystal,1,2
4612,Velkhana,MR,Wound Wings,Velkhana Fellwing,1,70
4613,Velkhana,MR,Wound Wings,Velkhana Hardclaw,1,30
4614,Velkhana,MR,Shiny Drop,Velkhana Hardclaw,1,50
4615,Velkhana,MR,Shiny Drop,Crystal Shard,1,28
4616,Velkhana,MR,Shiny Drop,Old Dragon Treasure,1,22
4617,Velkhana,MR,Tail Carve,Velkhana Lash,1,70
4618,Velkhana,MR,Tail Carve,Velkhana Cortex,1,27
4619,Velkhana,MR,Tail Carve,Velkhana Crystal,1,3
4620,Velkhana,MR,Plunderblade,Crystal Shard,1,45
4621,Velkhana,MR,Plunderblade,Velkhana Cortex,1,30
4622,Velkhana,MR,Plunderblade,Velkhana Hardclaw,1,24
4623,Velkhana,MR,Plunderblade,Velkhana Crystal,1,1
4624,Velkhana,MR,Bandit Mantle,Giant Scale,1,70
4625,Velkhana,MR,Bandit Mantle,Magnificent Scale,1,30
4626,Velkhana,MR,Hunt (Bronze),Velkhana Cortex,1,27
4627,Velkhana,MR,Hunt (Bronze),Crystal Shard,1,22
4628,Velkhana,MR,Hunt (Bronze),Velkhana Hardclaw,1,18
4629,Velkhana,MR,Hunt (Bronze),Velkhana Lash,1,13
4630,Velkhana,MR,Hunt (Bronze),Pure Dragon Blood,1,12
4631,Velkhana,MR,Hunt (Bronze),Large Elder Dragon Bone,1,8
4632,Velkhana,MR,Investigation (Silver),Velkhana Lash,1,18
4633,Velkhana,MR,Investigation (Silver),Velkhana Hardclaw,1,18
4634,Velkhana,MR,Investigation (Silver),Velkhana Fellwing,1,16
4635,Velkhana,MR,Investigation (Silver),Velkhana Cortex,2,14
4636,Velkhana,MR,Investigation (Silver),Velkhana Crownhorn,1,14
4637,Velkhana,MR,Investigation (Silver),Crystal Shard,2,12
4638,Velkhana,MR,Investigation (Silver),Velkhana Crystal,1,8
4639,Velkhana,MR,Investigation (Gold),Velkhana Fellwing,1,20
4640,Velkhana,MR,Investigation (Gold),Velkhana Crownhorn,1,18
4641,Velkhana,MR,Investigation (Gold),Velkhana Lash,1,16
4642,Velkhana,MR,Investigation (Gold),Velkhana Crystal,1,16
4643,Velkhana,MR,Investigation (Gold),Velkhana Hardclaw,2,11
4644,Velkhana,MR,Investigation (Gold),Velkhana Cortex,3,10
4645,Velkhana,MR,Investigation (Gold),Crystal Shard,3,9
4646,Velkhana,MR,Investigation (Purple),Carved Feystone,1,60
4647,Velkhana,MR,Investigation (Purple),Sealed Feystone,1,40
4648,Velkhana,MR,Guiding Lands (Low),Elder Dragonvein Bone,1,63
4649,Velkhana,MR,Guiding Lands (Low),Aurora Crownhorn,1,37
4650,Velkhana,MR,Guiding Lands (Mid),Aurora Crownhorn,1,63
4651,Velkhana,MR,Guiding Lands (Mid),Elder Dragonvein Bone,1,37
4652,Velkhana,MR,Guiding Lands (High),Aurora Crownhorn,1,100
4653,Velkhana,MR,Guiding Lands (Tempered),Tempered Crownhorn,1,64
4654,Velkhana,MR,Guiding Lands (Tempered),Elder Spiritvein Bone,1,33
4655,Velkhana,MR,Guiding Lands (Tempered),Great Spiritvein Gem,1,3
4656,Seething Bazelgeuse,MR,Track,Bazelgeuse Shard,1,100
4657,Seething Bazelgeuse,MR,Carve / Capture,Bazelgeuse Shard,1,30
4658,Seething Bazelgeuse,MR,Carve / Capture,Flickering Silvershell,1,22
4659,Seething Bazelgeuse,MR,Carve / Capture,Bazelgeuse Hardclaw,1,17
4660,Seething Bazelgeuse,MR,Carve / Capture,Distilled Blast Fluid,1,13
4661,Seething Bazelgeuse,MR,Carve / Capture,Scorching Silverwing,1,11
4662,Seething Bazelgeuse,MR,Carve / Capture,Bazelgeuse Gem,1,5
4663,Seething Bazelgeuse,MR,Carve / Capture,Bazelgeuse Mantle,1,2
4664,Seething Bazelgeuse,MR,Wound Head,Distilled Blast Fluid,1,61
4665,Seething Bazelgeuse,MR,Wound Head,Bazelgeuse Shard,2,32
4666,Seething Bazelgeuse,MR,Wound Head,Bazelgeuse Gem,1,5
4667,Seething Bazelgeuse,MR,Wound Head,Bazelgeuse Mantle,1,2
4668,Seething Bazelgeuse,MR,Wound Wings,Scorching Silverwing,1,65
4669,Seething Bazelgeuse,MR,Wound Wings,Bazelgeuse Hardclaw,1,35
4670,Seething Bazelgeuse,MR,Wound Back,Flickering Silvershell,1,69
4671,Seething Bazelgeuse,MR,Wound Back,Distilled Blast Fluid,1,30
4672,Seething Bazelgeuse,MR,Wound Back,Bazelgeuse Mantle,1,1
4673,Seething Bazelgeuse,MR,Shiny Drop,Bazelgeuse Shard,1,50
4674,Seething Bazelgeuse,MR,Shiny Drop,Bazelgeuse Hardclaw,1,28
4675,Seething Bazelgeuse,MR,Shiny Drop,Large Wyvern Tear,1,22
4676,Seething Bazelgeuse,MR,Tail Carve,Bazelgeuse Flail,1,70
4677,Seething Bazelgeuse,MR,Tail Carve,Flickering Silvershell,1,27
4678,Seething Bazelgeuse,MR,Tail Carve,Bazelgeuse Mantle,1,3
4679,Seething Bazelgeuse,MR,Plunderblade,Bazelgeuse Shard,1,41
4680,Seething Bazelgeuse,MR,Plunderblade,Flickering Silvershell,1,33
4681,Seething Bazelgeuse,MR,Plunderblade,Bazelgeuse Hardclaw,1,25
4682,Seething Bazelgeuse,MR,Plunderblade,Bazelgeuse Mantle,1,1
4683,Seething Bazelgeuse,MR,Bandit Mantle,Giant Scale,1,70
4684,Seething Bazelgeuse,MR,Bandit Mantle,Magnificent Scale,1,30
4685,Seething Bazelgeuse,MR,Hunt (Bronze),Flickering Silvershell,1,25
4686,Seething Bazelgeuse,MR,Hunt (Bronze),Bazelgeuse Shard,1,22
4687,Seething Bazelgeuse,MR,Hunt (Bronze),Bazelgeuse Hardclaw,1,16
4688,Seething Bazelgeuse,MR,Hunt (Bronze),Distilled Blast Fluid,1,14
4689,Seething Bazelgeuse,MR,Hunt (Bronze),Scorching Silverwing,1,11
4690,Seething Bazelgeuse,MR,Hunt (Bronze),Bazelgeuse Flail,1,9
4691,Seething Bazelgeuse,MR,Hunt (Bronze),Bazelgeuse Gem,1,3
4692,Seething Bazelgeuse,MR,Investigation (Silver),Bazelgeuse Hardclaw,1,24
4693,Seething Bazelgeuse,MR,Investigation (Silver),Distilled Blast Fluid,1,18
4694,Seething Bazelgeuse,MR,Investigation (Silver),Flickering Silvershell,2,14
4695,Seething Bazelgeuse,MR,Investigation (Silver),Scorching Silverwing,1,14
4696,Seething Bazelgeuse,MR,Investigation (Silver),Bazelgeuse Flail,1,12
4697,Seething Bazelgeuse,MR,Investigation (Silver),Bazelgeuse Gem,1,10
4698,Seething Bazelgeuse,MR,Investigation (Silver),Bazelgeuse Mantle,1,8
4699,Seething Bazelgeuse,MR,Investigation (Gold),Bazelgeuse Hardclaw,1,22
4700,Seething Bazelgeuse,MR,Investigation (Gold),Distilled Blast Fluid,1,16
4701,Seething Bazelgeuse,MR,Investigation (Gold),Bazelgeuse Mantle,1,16
4702,Seething Bazelgeuse,MR,Investigation (Gold),Scorching Silverwing,1,13
4703,Seething Bazelgeuse,MR,Investigation (Gold),Flickering Silvershell,3,12
4704,Seething Bazelgeuse,MR,Investigation (Gold),Bazelgeuse Flail,1,11
4705,Seething Bazelgeuse,MR,Investigation (Gold),Bazelgeuse Gem,1,10
4706,Seething Bazelgeuse,MR,Investigation (Purple),Carved Feystone,1,60
4707,Seething Bazelgeuse,MR,Investigation (Purple),Sealed Feystone,1,40
4708,Seething Bazelgeuse,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
4709,Seething Bazelgeuse,MR,Guiding Lands (Low),Crimson Blastscale,1,37
4710,Seething Bazelgeuse,MR,Guiding Lands (Mid),Crimson Blastscale,1,63
4711,Seething Bazelgeuse,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
4712,Seething Bazelgeuse,MR,Guiding Lands (High),Crimson Blastscale,1,100
4713,Seething Bazelgeuse,MR,Guiding Lands (Tempered),Tempered Blastscale,1,64
4714,Seething Bazelgeuse,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,33
4715,Seething Bazelgeuse,MR,Guiding Lands (Tempered),Great Spiritvein Gem,1,3
4716,Blackveil Vaal Hazak,MR,Track,Deceased Shard,1,100
4717,Blackveil Vaal Hazak,MR,Body Carve,Deceased Shard,1,30
4718,Blackveil Vaal Hazak,MR,Body Carve,Vaal Hazak Cortex,1,22
4719,Blackveil Vaal Hazak,MR,Body Carve,Vaal Hazak Hardclaw,1,18
4720,Blackveil Vaal Hazak,MR,Body Carve,Shadowpierce Fang,1,14
4721,Blackveil Vaal Hazak,MR,Body Carve,Vaal Hazak Fellwing,1,9
4722,Blackveil Vaal Hazak,MR,Body Carve,Vaal Hazak Gem,1,5
4723,Blackveil Vaal Hazak,MR,Body Carve,Large Elder Dragon Gem,1,2
4724,Blackveil Vaal Hazak,MR,Wound Head,Shadowpierce Fang,1,66
4725,Blackveil Vaal Hazak,MR,Wound Head,Deathweaver Membrane,1,32
4726,Blackveil Vaal Hazak,MR,Wound Head,Large Elder Dragon Gem,1,2
4727,Blackveil Vaal Hazak,MR,Wound Body,Vaal Hazak Fellwing,1,70
4728,Blackveil Vaal Hazak,MR,Wound Body,Deathweaver Membrane,2,30
4729,Blackveil Vaal Hazak,MR,Wound Forelegs,Vaal Hazak Hardclaw,1,80
4730,Blackveil Vaal Hazak,MR,Wound Forelegs,Vaal Hazak Cortex,1,20
